"lang","word","sentiment","value"
"english","committal","negative",1
"english","commotion","negative",1
"english","communism","negative",1
"english","communist","negative",1
"english","competition","negative",1
"english","complain","negative",1
"english","complaint","negative",1
"english","complexed","negative",1
"english","complexity","negative",1
"english","complicate","negative",1
"english","complicated","negative",1
"english","complication","negative",1
"english","complicity","negative",1
"english","compost","negative",1
"english","compulsion","negative",1
"english","compulsory","negative",1
"english","conceal","negative",1
"english","concealed","negative",1
"english","concealment","negative",1
"english","conceit","negative",1
"english","conceited","negative",1
"english","concussion","negative",1
"english","condemn","negative",1
"english","condemnation","negative",1
"english","condescending","negative",1
"english","condescension","negative",1
"english","confess","negative",1
"english","confession","negative",1
"english","confine","negative",1
"english","confined","negative",1
"english","confinement","negative",1
"english","confiscate","negative",1
"english","confiscation","negative",1
"english","conflagration","negative",1
"english","conflict","negative",1
"english","conflicting","negative",1
"english","confound","negative",1
"english","confounded","negative",1
"english","confuse","negative",1
"english","confusion","negative",1
"english","congestion","negative",1
"english","conjuring","negative",1
"english","conquest","negative",1
"english","conspirator","negative",1
"english","conspire","negative",1
"english","consternation","negative",1
"english","constipation","negative",1
"english","constrain","negative",1
"english","constrained","negative",1
"english","constraint","negative",1
"english","contagion","negative",1
"english","contagious","negative",1
"english","contaminate","negative",1
"english","contaminated","negative",1
"english","contamination","negative",1
"english","contempt","negative",1
"english","contemptible","negative",1
"english","contemptuous","negative",1
"english","contentious","negative",1
"english","contraband","negative",1
"english","contracted","negative",1
"english","contradict","negative",1
"english","contradiction","negative",1
"english","contradictory","negative",1
"english","contrary","negative",1
"english","contrasted","negative",1
"english","contravene","negative",1
"english","contravention","negative",1
"english","controversial","negative",1
"english","controversy","negative",1
"english","convict","negative",1
"english","conviction","negative",1
"english","coop","negative",1
"english","copy","negative",1
"english","copycat","negative",1
"english","coroner","negative",1
"english","corporal","negative",1
"english","corpse","negative",1
"english","correction","negative",1
"english","corrosion","negative",1
"english","corrosive","negative",1
"english","corrupt","negative",1
"english","corrupting","negative",1
"english","corruption","negative",1
"english","cough","negative",1
"english","counsellor","negative",1
"english","coursing","negative",1
"english","covet","negative",1
"english","coward","negative",1
"english","cowardice","negative",1
"english","cowardly","negative",1
"english","crabby","negative",1
"english","crack","negative",1
"english","cracked","negative",1
"english","cracking","negative",1
"english","cramp","negative",1
"english","cramped","negative",1
"english","crank","negative",1
"english","cranky","negative",1
"english","crap","negative",1
"english","crash","negative",1
"english","crawl","negative",1
"english","crazed","negative",1
"english","crazy","negative",1
"english","creaking","negative",1
"english","creature","negative",1
"english","creep","negative",1
"english","crime","negative",1
"english","criminal","negative",1
"english","criminality","negative",1
"english","cringe","negative",1
"english","cripple","negative",1
"english","crippled","negative",1
"english","crisis","negative",1
"english","crisp","negative",1
"english","critic","negative",1
"english","criticism","negative",1
"english","criticize","negative",1
"english","crook","negative",1
"english","cross","negative",1
"english","crouching","negative",1
"english","cruciate","negative",1
"english","crucifixion","negative",1
"english","crude","negative",1
"english","cruel","negative",1
"english","cruelly","negative",1
"english","cruelty","negative",1
"english","crumbling","negative",1
"english","crunch","negative",1
"english","crusade","negative",1
"english","crushed","negative",1
"english","crushing","negative",1
"english","crusty","negative",1
"english","cry","negative",1
"english","crying","negative",1
"english","crypt","negative",1
"english","cuckold","negative",1
"english","cuckoo","negative",1
"english","cull","negative",1
"english","culpability","negative",1
"english","culpable","negative",1
"english","culprit","negative",1
"english","cult","negative",1
"english","cumbersome","negative",1
"english","cunning","negative",1
"english","cupping","negative",1
"english","cur","negative",1
"english","curse","negative",1
"english","cursed","negative",1
"english","cursing","negative",1
"english","cursory","negative",1
"english","cutter","negative",1
"english","cutthroat","negative",1
"english","cutting","negative",1
"english","cyanide","negative",1
"english","cyclone","negative",1
"english","cyst","negative",1
"english","cytomegalovirus","negative",1
"english","dabbling","negative",1
"english","daemon","negative",1
"english","daft","negative",1
"english","dagger","negative",1
"english","damage","negative",1
"english","damages","negative",1
"english","damn","negative",1
"english","damnation","negative",1
"english","damned","negative",1
"english","damper","negative",1
"english","dandruff","negative",1
"english","dandy","negative",1
"english","danger","negative",1
"english","dangerous","negative",1
"english","darken","negative",1
"english","darkened","negative",1
"english","darkness","negative",1
"english","dashed","negative",1
"english","dastardly","negative",1
"english","dazed","negative",1
"english","deactivate","negative",1
"english","deadlock","negative",1
"english","deadly","negative",1
"english","deaf","negative",1
"english","death","negative",1
"english","debacle","negative",1
"english","debauchery","negative",1
"english","debris","negative",1
"english","debt","negative",1
"english","debtor","negative",1
"english","decay","negative",1
"english","decayed","negative",1
"english","deceased","negative",1
"english","deceit","negative",1
"english","deceitful","negative",1
"english","deceive","negative",1
"english","deceived","negative",1
"english","deceiving","negative",1
"english","deception","negative",1
"english","deceptive","negative",1
"english","declination","negative",1
"english","decline","negative",1
"english","declining","negative",1
"english","decomposition","negative",1
"english","decrease","negative",1
"english","decrement","negative",1
"english","decrepit","negative",1
"english","decry","negative",1
"english","deduct","negative",1
"english","defamation","negative",1
"english","defamatory","negative",1
"english","default","negative",1
"english","defeat","negative",1
"english","defeated","negative",1
"english","defect","negative",1
"english","defection","negative",1
"english","defective","negative",1
"english","defenseless","negative",1
"english","deferral","negative",1
"english","defiance","negative",1
"english","defiant","negative",1
"english","deficiency","negative",1
"english","deficit","negative",1
"english","deflate","negative",1
"english","deflation","negative",1
"english","deform","negative",1
"english","deformed","negative",1
"english","deformity","negative",1
"english","defraud","negative",1
"english","defunct","negative",1
"english","defy","negative",1
"english","degeneracy","negative",1
"english","degenerate","negative",1
"english","degradation","negative",1
"english","degrade","negative",1
"english","degrading","negative",1
"english","delay","negative",1
"english","delayed","negative",1
"english","deleterious","negative",1
"english","deletion","negative",1
"english","delinquency","negative",1
"english","delinquent","negative",1
"english","delirious","negative",1
"english","delirium","negative",1
"english","deluge","negative",1
"english","delusion","negative",1
"english","delusional","negative",1
"english","demand","negative",1
"english","demanding","negative",1
"english","demented","negative",1
"english","dementia","negative",1
"english","demise","negative",1
"english","demolish","negative",1
"english","demolition","negative",1
"english","demon","negative",1
"english","demonic","negative",1
"english","demoralized","negative",1
"english","denial","negative",1
"english","denied","negative",1
"english","denounce","negative",1
"english","denunciation","negative",1
"english","deny","negative",1
"english","denying","negative",1
"english","departed","negative",1
"english","departure","negative",1
"english","dependence","negative",1
"english","dependency","negative",1
"english","dependent","negative",1
"english","deplorable","negative",1
"english","deplore","negative",1
"english","deport","negative",1
"english","deportation","negative",1
"english","depraved","negative",1
"english","depravity","negative",1
"english","depreciate","negative",1
"english","depreciated","negative",1
"english","depreciation","negative",1
"english","depress","negative",1
"english","depressed","negative",1
"english","depressing","negative",1
"english","depression","negative",1
"english","depressive","negative",1
"english","deprivation","negative",1
"english","deranged","negative",1
"english","derelict","negative",1
"english","derision","negative",1
"english","derogation","negative",1
"english","derogatory","negative",1
"english","desecration","negative",1
"english","desert","negative",1
"english","deserted","negative",1
"english","desertion","negative",1
"english","desist","negative",1
"english","desolation","negative",1
"english","despair","negative",1
"english","despairing","negative",1
"english","desperate","negative",1
"english","despicable","negative",1
"english","despise","negative",1
"english","despotic","negative",1
"english","despotism","negative",1
"english","destitute","negative",1
"english","destroyed","negative",1
"english","destroyer","negative",1
"english","destroying","negative",1
"english","destruction","negative",1
"english","destructive","negative",1
"english","detachment","negative",1
"english","detain","negative",1
"english","detainee","negative",1
"english","detention","negative",1
"english","deteriorate","negative",1
"english","deteriorated","negative",1
"english","deterioration","negative",1
"english","detest","negative",1
"english","detonate","negative",1
"english","detract","negative",1
"english","detriment","negative",1
"english","detrimental","negative",1
"english","detritus","negative",1
"english","devastate","negative",1
"english","devastating","negative",1
"english","devastation","negative",1
"english","devil","negative",1
"english","devilish","negative",1
"english","devious","negative",1
"english","devolution","negative",1
"english","devour","negative",1
"english","diabolical","negative",1
"english","diagnosis","negative",1
"english","diatribe","negative",1
"english","dictator","negative",1
"english","dictatorial","negative",1
"english","dictatorship","negative",1
"english","die","negative",1
"english","difficulties","negative",1
"english","difficulty","negative",1
"english","digress","negative",1
"english","dilapidated","negative",1
"english","dilute","negative",1
"english","diminish","negative",1
"english","diminished","negative",1
"english","din","negative",1
"english","dire","negative",1
"english","dirt","negative",1
"english","dirty","negative",1
"english","disability","negative",1
"english","disable","negative",1
"english","disabled","negative",1
"english","disaffected","negative",1
"english","disagree","negative",1
"english","disagreeing","negative",1
"english","disagreement","negative",1
"english","disallowed","negative",1
"english","disappoint","negative",1
"english","disappointed","negative",1
"english","disappointing","negative",1
"english","disappointment","negative",1
"english","disapproval","negative",1
"english","disapprove","negative",1
"english","disapproved","negative",1
"english","disapproving","negative",1
"english","disaster","negative",1
"english","disastrous","negative",1
"english","disbelieve","negative",1
"english","discards","negative",1
"english","discharge","negative",1
"english","discipline","negative",1
"english","disclaim","negative",1
"english","discoloration","negative",1
"english","discolored","negative",1
"english","discomfort","negative",1
"english","disconnect","negative",1
"english","disconnected","negative",1
"english","disconnection","negative",1
"english","discontent","negative",1
"english","discontinue","negative",1
"english","discontinuity","negative",1
"english","discord","negative",1
"english","discourage","negative",1
"english","discouragement","negative",1
"english","discredit","negative",1
"english","discriminate","negative",1
"english","discriminating","negative",1
"english","discrimination","negative",1
"english","disdain","negative",1
"english","disease","negative",1
"english","diseased","negative",1
"english","disembodied","negative",1
"english","disengagement","negative",1
"english","disfigured","negative",1
"english","disgrace","negative",1
"english","disgraced","negative",1
"english","disgraceful","negative",1
"english","disgruntled","negative",1
"english","disgust","negative",1
"english","disgusting","negative",1
"english","disheartened","negative",1
"english","disheartening","negative",1
"english","dishonest","negative",1
"english","dishonesty","negative",1
"english","dishonor","negative",1
"english","disillusionment","negative",1
"english","disinformation","negative",1
"english","disingenuous","negative",1
"english","disintegrate","negative",1
"english","disintegration","negative",1
"english","disinterested","negative",1
"english","dislike","negative",1
"english","disliked","negative",1
"english","dislocated","negative",1
"english","dismal","negative",1
"english","dismay","negative",1
"english","dismemberment","negative",1
"english","dismissal","negative",1
"english","disobedience","negative",1
"english","disobedient","negative",1
"english","disobey","negative",1
"english","disorder","negative",1
"english","disorderly","negative",1
"english","disorganized","negative",1
"english","disparage","negative",1
"english","disparaging","negative",1
"english","disparity","negative",1
"english","dispassionate","negative",1
"english","dispel","negative",1
"english","dispersion","negative",1
"english","displace","negative",1
"english","displeased","negative",1
"english","displeasure","negative",1
"english","disposal","negative",1
"english","dispossessed","negative",1
"english","dispute","negative",1
"english","disqualification","negative",1
"english","disqualified","negative",1
"english","disqualify","negative",1
"english","disregard","negative",1
"english","disregarded","negative",1
"english","disreputable","negative",1
"english","disrespect","negative",1
"english","disrespectful","negative",1
"english","disruption","negative",1
"english","dissatisfaction","negative",1
"english","dissension","negative",1
"english","dissenting","negative",1
"english","disservice","negative",1
"english","dissident","negative",1
"english","dissolution","negative",1
"english","dissonance","negative",1
"english","distaste","negative",1
"english","distasteful","negative",1
"english","distorted","negative",1
"english","distortion","negative",1
"english","distract","negative",1
"english","distracted","negative",1
"english","distracting","negative",1
"english","distraction","negative",1
"english","distraught","negative",1
"english","distress","negative",1
"english","distressed","negative",1
"english","distressing","negative",1
"english","distrust","negative",1
"english","disturbance","negative",1
"english","disturbed","negative",1
"english","disuse","negative",1
"english","disused","negative",1
"english","divergent","negative",1
"english","diverse","negative",1
"english","divested","negative",1
"english","divestment","negative",1
"english","divorce","negative",1
"english","dizziness","negative",1
"english","dizzy","negative",1
"english","docked","negative",1
"english","doit","negative",1
"english","doldrums","negative",1
"english","dole","negative",1
"english","dolor","negative",1
"english","dominant","negative",1
"english","dominate","negative",1
"english","domination","negative",1
"english","donkey","negative",1
"english","doodle","negative",1
"english","doom","negative",1
"english","doomed","negative",1
"english","doomsday","negative",1
"english","doubt","negative",1
"english","doubtful","negative",1
"english","doubting","negative",1
"english","douche","negative",1
"english","dour","negative",1
"english","downfall","negative",1
"english","drab","negative",1
"english","drainage","negative",1
"english","drawback","negative",1
"english","dread","negative",1
"english","dreadful","negative",1
"english","dreadfully","negative",1
"english","dreary","negative",1
"english","drinking","negative",1
"english","drivel","negative",1
"english","drone","negative",1
"english","drooping","negative",1
"english","drought","negative",1
"english","drown","negative",1
"english","drowsiness","negative",1
"english","drudgery","negative",1
"english","drunken","negative",1
"english","drunkenness","negative",1
"english","dubious","negative",1
"english","dull","negative",1
"english","dumb","negative",1
"english","dummy","negative",1
"english","dumps","negative",1
"english","dun","negative",1
"english","dungeon","negative",1
"english","dupe","negative",1
"english","duplicity","negative",1
"english","duress","negative",1
"english","dust","negative",1
"english","dwarfed","negative",1
"english","dying","negative",1
"english","dysentery","negative",1
"english","earthquake","negative",1
"english","eavesdropping","negative",1
"english","edict","negative",1
"english","effeminate","negative",1
"english","egotistical","negative",1
"english","egregious","negative",1
"english","eject","negative",1
"english","ejection","negative",1
"english","elimination","negative",1
"english","elusive","negative",1
"english","emaciated","negative",1
"english","embargo","negative",1
"english","embarrass","negative",1
"english","embarrassing","negative",1
"english","embarrassment","negative",1
"english","embezzlement","negative",1
"english","embolism","negative",1
"english","embroiled","negative",1
"english","emergency","negative",1
"english","enclave","negative",1
"english","encroachment","negative",1
"english","encumbrance","negative",1
"english","endanger","negative",1
"english","endangered","negative",1
"english","endemic","negative",1
"english","endless","negative",1
"english","enemy","negative",1
"english","enforce","negative",1
"english","enforcement","negative",1
"english","enigmatic","negative",1
"english","enmity","negative",1
"english","enslave","negative",1
"english","enslaved","negative",1
"english","enslavement","negative",1
"english","entangled","negative",1
"english","entanglement","negative",1
"english","entrails","negative",1
"english","envious","negative",1
"english","epidemic","negative",1
"english","epilepsy","negative",1
"english","eradicate","negative",1
"english","eradication","negative",1
"english","erase","negative",1
"english","erosion","negative",1
"english","erotic","negative",1
"english","err","negative",1
"english","errant","negative",1
"english","erratic","negative",1
"english","erratum","negative",1
"english","erroneous","negative",1
"english","error","negative",1
"english","erupt","negative",1
"english","eruption","negative",1
"english","escalate","negative",1
"english","escape","negative",1
"english","eschew","negative",1
"english","espionage","negative",1
"english","estranged","negative",1
"english","euthanasia","negative",1
"english","evacuate","negative",1
"english","evacuation","negative",1
"english","evade","negative",1
"english","evasion","negative",1
"english","evict","negative",1
"english","eviction","negative",1
"english","evil","negative",1
"english","exacerbate","negative",1
"english","exacerbation","negative",1
"english","exacting","negative",1
"english","exaggerate","negative",1
"english","exaggerated","negative",1
"english","examination","negative",1
"english","exasperation","negative",1
"english","excavation","negative",1
"english","excess","negative",1
"english","excise","negative",1
"english","excluded","negative",1
"english","excluding","negative",1
"english","exclusion","negative",1
"english","excrement","negative",1
"english","excruciating","negative",1
"english","excuse","negative",1
"english","execution","negative",1
"english","executioner","negative",1
"english","exhaust","negative",1
"english","exhausted","negative",1
"english","exhaustion","negative",1
"english","exigent","negative",1
"english","exile","negative",1
"english","exorcism","negative",1
"english","expatriate","negative",1
"english","expel","negative",1
"english","expenditure","negative",1
"english","expenses","negative",1
"english","expire","negative",1
"english","expired","negative",1
"english","expletive","negative",1
"english","explode","negative",1
"english","explosion","negative",1
"english","explosive","negative",1
"english","exposed","negative",1
"english","expropriation","negative",1
"english","expulsion","negative",1
"english","exterminate","negative",1
"english","extermination","negative",1
"english","extinct","negative",1
"english","extinguish","negative",1
"english","extrajudicial","negative",1
"english","extremity","negative",1
"english","fabricate","negative",1
"english","fabrication","negative",1
"english","fade","negative",1
"english","faeces","negative",1
"english","failing","negative",1
"english","failure","negative",1
"english","fainting","negative",1
"english","faithless","negative",1
"english","fake","negative",1
"english","fall","negative",1
"english","fallacious","negative",1
"english","fallacy","negative",1
"english","fallible","negative",1
"english","falling","negative",1
"english","fallow","negative",1
"english","falsehood","negative",1
"english","falsely","negative",1
"english","falsification","negative",1
"english","falsify","negative",1
"english","falsity","negative",1
"english","falter","negative",1
"english","famine","negative",1
"english","fanatic","negative",1
"english","farce","negative",1
"english","farcical","negative",1
"english","fasting","negative",1
"english","fat","negative",1
"english","fatal","negative",1
"english","fatality","negative",1
"english","fate","negative",1
"english","fatigue","negative",1
"english","fatigued","negative",1
"english","fatty","negative",1
"english","fault","negative",1
"english","faulty","negative",1
"english","fawn","negative",1
"english","fear","negative",1
"english","fearful","negative",1
"english","fearfully","negative",1
"english","fearing","negative",1
"english","febrile","negative",1
"english","fecal","negative",1
"english","feces","negative",1
"english","fee","negative",1
"english","feeble","negative",1
"english","feeling","negative",1
"english","feigned","negative",1
"english","fell","negative",1
"english","felon","negative",1
"english","felony","negative",1
"english","ferment","negative",1
"english","ferocious","negative",1
"english","ferocity","negative",1
"english","feud","negative",1
"english","feudal","negative",1
"english","feudalism","negative",1
"english","feverish","negative",1
"english","fiasco","negative",1
"english","fib","negative",1
"english","fickle","negative",1
"english","fictitious","negative",1
"english","fiend","negative",1
"english","fierce","negative",1
"english","fight","negative",1
"english","fighting","negative",1
"english","filibuster","negative",1
"english","filth","negative",1
"english","filthy","negative",1
"english","firearms","negative",1
"english","fits","negative",1
"english","flabby","negative",1
"english","flaccid","negative",1
"english","flagging","negative",1
"english","flagrant","negative",1
"english","flake","negative",1
"english","flap","negative",1
"english","flatulence","negative",1
"english","flaunt","negative",1
"english","flaw","negative",1
"english","flea","negative",1
"english","flee","negative",1
"english","fleece","negative",1
"english","fleshy","negative",1
"english","flinch","negative",1
"english","flirt","negative",1
"english","flog","negative",1
"english","flop","negative",1
"english","flounder","negative",1
"english","flu","negative",1
"english","fluctuation","negative",1
"english","foe","negative",1
"english","foiled","negative",1
"english","folly","negative",1
"english","fool","negative",1
"english","foolish","negative",1
"english","foolishness","negative",1
"english","forage","negative",1
"english","foray","negative",1
"english","forbid","negative",1
"english","forbidding","negative",1
"english","force","negative",1
"english","forced","negative",1
"english","forcibly","negative",1
"english","foreboding","negative",1
"english","foreclose","negative",1
"english","forego","negative",1
"english","foreign","negative",1
"english","foreigner","negative",1
"english","forewarned","negative",1
"english","forfeit","negative",1
"english","forfeited","negative",1
"english","forfeiture","negative",1
"english","forgery","negative",1
"english","forget","negative",1
"english","forgotten","negative",1
"english","forlorn","negative",1
"english","formless","negative",1
"english","fornication","negative",1
"english","forsake","negative",1
"english","forsaken","negative",1
"english","foul","negative",1
"english","fracture","negative",1
"english","fragile","negative",1
"english","frailty","negative",1
"english","frantic","negative",1
"english","fraud","negative",1
"english","fraudulent","negative",1
"english","fraught","negative",1
"english","fray","negative",1
"english","frayed","negative",1
"english","freakish","negative",1
"english","freezing","negative",1
"english","frenetic","negative",1
"english","frenzied","negative",1
"english","frenzy","negative",1
"english","fret","negative",1
"english","fright","negative",1
"english","frighten","negative",1
"english","frightened","negative",1
"english","frightful","negative",1
"english","frigid","negative",1
"english","frivolous","negative",1
"english","frostbite","negative",1
"english","froth","negative",1
"english","frown","negative",1
"english","frowning","negative",1
"english","fruitless","negative",1
"english","frustrate","negative",1
"english","frustrated","negative",1
"english","frustration","negative",1
"english","fudge","negative",1
"english","fugitive","negative",1
"english","fumble","negative",1
"english","fume","negative",1
"english","fuming","negative",1
"english","fungus","negative",1
"english","funk","negative",1
"english","furious","negative",1
"english","furor","negative",1
"english","fury","negative",1
"english","fuss","negative",1
"english","fussy","negative",1
"english","futile","negative",1
"english","futility","negative",1
"english","gaby","negative",1
"english","gag","negative",1
"english","gall","negative",1
"english","gallows","negative",1
"english","gamble","negative",1
"english","gambler","negative",1
"english","gambling","negative",1
"english","gang","negative",1
"english","gaol","negative",1
"english","gap","negative",1
"english","garbage","negative",1
"english","garish","negative",1
"english","garnish","negative",1
"english","gash","negative",1
"english","gasping","negative",1
"english","gauche","negative",1
"english","gaunt","negative",1
"english","gent","negative",1
"english","geriatric","negative",1
"english","ghastly","negative",1
"english","ghetto","negative",1
"english","ghostly","negative",1
"english","gibberish","negative",1
"english","glacial","negative",1
"english","glare","negative",1
"english","glaring","negative",1
"english","glib","negative",1
"english","gloom","negative",1
"english","gloomy","negative",1
"english","glum","negative",1
"english","glut","negative",1
"english","gluttony","negative",1
"english","gnome","negative",1
"english","goblin","negative",1
"english","godless","negative",1
"english","gonorrhea","negative",1
"english","goo","negative",1
"english","gore","negative",1
"english","gorge","negative",1
"english","gorilla","negative",1
"english","gory","negative",1
"english","gossip","negative",1
"english","gouge","negative",1
"english","gout","negative",1
"english","government","negative",1
"english","grab","negative",1
"english","grasping","negative",1
"english","grate","negative",1
"english","grated","negative",1
"english","grating","negative",1
"english","grave","negative",1
"english","greed","negative",1
"english","greedy","negative",1
"english","grenade","negative",1
"english","grief","negative",1
"english","grievance","negative",1
"english","grieve","negative",1
"english","grievous","negative",1
"english","grim","negative",1
"english","grime","negative",1
"english","grimy","negative",1
"english","grinding","negative",1
"english","grisly","negative",1
"english","grizzly","negative",1
"english","groan","negative",1
"english","grope","negative",1
"english","gross","negative",1
"english","grotesque","negative",1
"english","grounded","negative",1
"english","groundless","negative",1
"english","growl","negative",1
"english","growling","negative",1
"english","grudge","negative",1
"english","grudgingly","negative",1
"english","gruesome","negative",1
"english","gruff","negative",1
"english","grumble","negative",1
"english","grumpy","negative",1
"english","guerilla","negative",1
"english","guile","negative",1
"english","guillotine","negative",1
"english","guilt","negative",1
"english","guilty","negative",1
"english","guise","negative",1
"english","gull","negative",1
"english","gullible","negative",1
"english","gun","negative",1
"english","gush","negative",1
"english","guzzling","negative",1
"english","gypsy","negative",1
"english","hag","negative",1
"english","haggard","negative",1
"english","hail","negative",1
"english","hairy","negative",1
"english","halfway","negative",1
"english","hallucination","negative",1
"english","halter","negative",1
"english","halting","negative",1
"english","hamper","negative",1
"english","hamstring","negative",1
"english","handicap","negative",1
"english","hanging","negative",1
"english","hangman","negative",1
"english","harass","negative",1
"english","harbinger","negative",1
"english","hardened","negative",1
"english","hardness","negative",1
"english","hardship","negative",1
"english","harlot","negative",1
"english","harm","negative",1
"english","harmful","negative",1
"english","harrowing","negative",1
"english","harry","negative",1
"english","harshness","negative",1
"english","hash","negative",1
"english","hashish","negative",1
"english","hasty","negative",1
"english","hate","negative",1
"english","hateful","negative",1
"english","hating","negative",1
"english","hatred","negative",1
"english","haughty","negative",1
"english","haunt","negative",1
"english","haunted","negative",1
"english","havoc","negative",1
"english","hazard","negative",1
"english","hazardous","negative",1
"english","haze","negative",1
"english","headache","negative",1
"english","heady","negative",1
"english","hearing","negative",1
"english","hearsay","negative",1
"english","hearse","negative",1
"english","heartache","negative",1
"english","heartburn","negative",1
"english","heartless","negative",1
"english","heathen","negative",1
"english","heavily","negative",1
"english","hedonism","negative",1
"english","heel","negative",1
"english","heighten","negative",1
"english","heinous","negative",1
"english","hell","negative",1
"english","hellish","negative",1
"english","helpless","negative",1
"english","helplessness","negative",1
"english","hemorrhage","negative",1
"english","hemorrhoids","negative",1
"english","heresy","negative",1
"english","heretic","negative",1
"english","hermaphrodite","negative",1
"english","heroin","negative",1
"english","herpes","negative",1
"english","herpesvirus","negative",1
"english","hesitation","negative",1
"english","hidden","negative",1
"english","hideous","negative",1
"english","highest","negative",1
"english","hindering","negative",1
"english","hindrance","negative",1
"english","hippie","negative",1
"english","hiss","negative",1
"english","hissing","negative",1
"english","hit","negative",1
"english","hitherto","negative",1
"english","hive","negative",1
"english","hoarse","negative",1
"english","hoary","negative",1
"english","hoax","negative",1
"english","hobo","negative",1
"english","hog","negative",1
"english","hollow","negative",1
"english","holocaust","negative",1
"english","homeless","negative",1
"english","homesick","negative",1
"english","homicidal","negative",1
"english","homicide","negative",1
"english","homosexuality","negative",1
"english","hood","negative",1
"english","hooked","negative",1
"english","hoot","negative",1
"english","hopeless","negative",1
"english","hopelessness","negative",1
"english","horde","negative",1
"english","horrible","negative",1
"english","horribly","negative",1
"english","horrid","negative",1
"english","horrific","negative",1
"english","horrified","negative",1
"english","horrifying","negative",1
"english","horror","negative",1
"english","horrors","negative",1
"english","hostage","negative",1
"english","hostile","negative",1
"english","hostilities","negative",1
"english","hostility","negative",1
"english","howl","negative",1
"english","huff","negative",1
"english","humble","negative",1
"english","humbug","negative",1
"english","humiliate","negative",1
"english","humiliating","negative",1
"english","humiliation","negative",1
"english","hunch","negative",1
"english","hungry","negative",1
"english","hunter","negative",1
"english","hunting","negative",1
"english","hurricane","negative",1
"english","hurried","negative",1
"english","hurt","negative",1
"english","hurtful","negative",1
"english","hurting","negative",1
"english","hustler","negative",1
"english","hydra","negative",1
"english","hydrocephalus","negative",1
"english","hype","negative",1
"english","hyperbole","negative",1
"english","hypocrisy","negative",1
"english","hypocrite","negative",1
"english","hypocritical","negative",1
"english","hysteria","negative",1
"english","hysterical","negative",1
"english","idiocy","negative",1
"english","idiot","negative",1
"english","idiotic","negative",1
"english","idler","negative",1
"english","idolatry","negative",1
"english","ignorance","negative",1
"english","ignorant","negative",1
"english","ignore","negative",1
"english","ill","negative",1
"english","illegal","negative",1
"english","illegality","negative",1
"english","illegible","negative",1
"english","illegitimate","negative",1
"english","illicit","negative",1
"english","illiterate","negative",1
"english","illness","negative",1
"english","illogical","negative",1
"english","illusion","negative",1
"english","imitated","negative",1
"english","imitation","negative",1
"english","immature","negative",1
"english","immaturity","negative",1
"english","immediately","negative",1
"english","immoral","negative",1
"english","immorality","negative",1
"english","immovable","negative",1
"english","impair","negative",1
"english","impairment","negative",1
"english","impassable","negative",1
"english","impatience","negative",1
"english","impatient","negative",1
"english","impeach","negative",1
"english","impeachment","negative",1
"english","impede","negative",1
"english","imperfection","negative",1
"english","imperfectly","negative",1
"english","impersonate","negative",1
"english","impersonation","negative",1
"english","implacable","negative",1
"english","implicate","negative",1
"english","impolite","negative",1
"english","imposition","negative",1
"english","impossible","negative",1
"english","impotence","negative",1
"english","impotent","negative",1
"english","impound","negative",1
"english","impracticable","negative",1
"english","imprison","negative",1
"english","imprisoned","negative",1
"english","imprisonment","negative",1
"english","impropriety","negative",1
"english","imprudent","negative",1
"english","impure","negative",1
"english","impurity","negative",1
"english","imputation","negative",1
"english","inability","negative",1
"english","inaccessible","negative",1
"english","inaccurate","negative",1
"english","inaction","negative",1
"english","inactivity","negative",1
"english","inadequacy","negative",1
"english","inadequate","negative",1
"english","inadmissible","negative",1
"english","inane","negative",1
"english","inapplicable","negative",1
"english","inappropriate","negative",1
"english","inattention","negative",1
"english","inaudible","negative",1
"english","incalculable","negative",1
"english","incapacity","negative",1
"english","incarceration","negative",1
"english","incase","negative",1
"english","incendiary","negative",1
"english","incense","negative",1
"english","incessant","negative",1
"english","incest","negative",1
"english","incestuous","negative",1
"english","incineration","negative",1
"english","incite","negative",1
"english","inclement","negative",1
"english","incoherent","negative",1
"english","income","negative",1
"english","incompatible","negative",1
"english","incompetence","negative",1
"english","incompetent","negative",1
"english","incompleteness","negative",1
"english","incomprehensible","negative",1
"english","incongruous","negative",1
"english","inconsequential","negative",1
"english","inconsiderate","negative",1
"english","inconsistency","negative",1
"english","inconvenient","negative",1
"english","incorrect","negative",1
"english","incredulous","negative",1
"english","incrimination","negative",1
"english","incubus","negative",1
"english","incur","negative",1
"english","incurable","negative",1
"english","incursion","negative",1
"english","indecent","negative",1
"english","indecision","negative",1
"english","indecisive","negative",1
"english","indefensible","negative",1
"english","indemnify","negative",1
"english","indenture","negative",1
"english","indeterminate","negative",1
"english","indict","negative",1
"english","indictment","negative",1
"english","indifference","negative",1
"english","indigent","negative",1
"english","indignant","negative",1
"english","indignation","negative",1
"english","indistinct","negative",1
"english","indoctrination","negative",1
"english","indolent","negative",1
"english","ineffective","negative",1
"english","ineffectual","negative",1
"english","inefficiency","negative",1
"english","inefficient","negative",1
"english","inept","negative",1
"english","ineptitude","negative",1
"english","inequality","negative",1
"english","inequitable","negative",1
"english","inert","negative",1
"english","inexcusable","negative",1
"english","inexperience","negative",1
"english","inexperienced","negative",1
"english","inexplicable","negative",1
"english","infamous","negative",1
"english","infamy","negative",1
"english","infanticide","negative",1
"english","infantile","negative",1
"english","infarct","negative",1
